,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
5,1,Sebastian Vettel,Ferrari,36,1:35.118,219.781,15:03:17
44,2,Lewis Hamilton,Mercedes,36,1:35.152,219.703,15:03:16
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,36,1:35.511,218.877,15:03:39
7,4,Kimi Räikkönen,Ferrari,33,1:35.990,217.785,14:58:33
6,5,Nico Rosberg,Mercedes,31,1:36.049,217.651,14:54:59
33,6,Max Verstappen,Red Bull Racing TAG Heuer,43,1:36.386,216.890,15:14:28
11,7,Sergio Perez,Force India Mercedes,31,1:36.756,216.061,14:55:42
8,8,Romain Grosjean,Haas Ferrari,32,1:37.020,215.473,14:57:43
22,9,Jenson Button,McLaren Honda,39,1:37.177,215.124,15:09:45
27,10,Nico Hulkenberg,Force India Mercedes,39,1:37.351,214.740,15:08:44
26,11,Daniil Kvyat,Toro Rosso Ferrari,25,1:37.597,214.199,14:46:23
55,12,Carlos Sainz,Toro Rosso Ferrari,41,1:37.723,213.923,15:12:57
21,13,Esteban Gutierrez ,Haas Ferrari,30,1:37.775,213.809,14:54:51
19,14,Felipe Massa,Williams Mercedes,35,1:37.785,213.787,15:02:34
77,15,Valtteri Bottas,Williams Mercedes,33,1:37.844,213.658,14:59:19
30,16,Jolyon Palmer,Renault,43,1:37.978,213.366,15:15:54
94,17,Pascal Wehrlein,MRT Mercedes,39,1:38.000,213.318,15:10:16
20,18,Kevin Magnussen,Renault,27,1:38.036,213.240,14:49:42
14,19,Fernando Alonso,McLaren Honda,29,1:38.208,212.866,14:53:05
31,20,Esteban Ocon,MRT Mercedes,33,1:38.380,212.494,15:00:02
9,21,Marcus Ericsson,Sauber Ferrari,28,1:38.496,212.244,14:51:21
12,22,Felipe Nasr,Sauber Ferrari,28,1:38.544,212.140,14:51:30
