,Position,Driver,Car,Time
6,1,Nico Rosberg,Mercedes,1:30.647
44,2,Lewis Hamilton,Mercedes,1:30.660
33,3,Max Verstappen,Red Bull Racing TAG Heuer,1:31.178
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:31.240
11,5,Sergio Perez,Force India Mercedes,1:31.961
5,6,Sebastian Vettel,Ferrari,1:31.028
8,7,Romain Grosjean,Haas Ferrari,1:31.961
7,8,Kimi Räikkönen,Ferrari,1:30.949
27,9,Nico Hulkenberg,Force India Mercedes,1:32.142
21,10,Esteban Gutierrez ,Haas Ferrari,1:32.547
77,11,Valtteri Bottas,Williams Mercedes,1:32.315
19,12,Felipe Massa,Williams Mercedes,1:32.380
26,13,Daniil Kvyat,Toro Rosso Ferrari,1:32.623
55,14,Carlos Sainz,Toro Rosso Ferrari,1:32.685
14,15,Fernando Alonso,McLaren Honda,1:32.689
30,16,Jolyon Palmer,Renault,1:32.807
20,17,Kevin Magnussen,Renault,1:33.023
9,18,Marcus Ericsson,Sauber Ferrari,1:33.222
12,19,Felipe Nasr,Sauber Ferrari,1:33.332
31,20,Esteban Ocon,MRT Mercedes,1:33.353
94,21,Pascal Wehrlein,MRT Mercedes,1:33.561
22,22,Jenson Button,McLaren Honda,1:32.851
