,Position,Driver,Car,Q1,Q2,Q3,Laps
6,1,Nico Rosberg,Mercedes,1:31.858,1:30.714,1:30.647,13
44,2,Lewis Hamilton,Mercedes,1:32.218,1:31.129,1:30.660,13
7,3,Kimi Räikkönen,Ferrari,1:31.674,1:31.406,1:30.949,12
5,4,Sebastian Vettel,Ferrari,1:31.659,1:31.227,1:31.028,12
33,5,Max Verstappen,Red Bull Racing TAG Heuer,1:32.487,1:31.489,1:31.178,14
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:32.538,1:31.719,1:31.240,14
11,7,Sergio Perez,Force India Mercedes,1:32.682,1:32.237,1:31.961,12
8,8,Romain Grosjean,Haas Ferrari,1:32.458,1:32.176,1:31.961,17
27,9,Nico Hulkenberg,Force India Mercedes,1:32.448,1:32.200,1:32.142,12
21,10,Esteban Gutierrez ,Haas Ferrari,1:32.620,1:32.155,1:32.547,15
77,11,Valtteri Bottas,Williams Mercedes,1:32.383,1:32.315,,11
19,12,Felipe Massa,Williams Mercedes,1:32.562,1:32.380,,11
26,13,Daniil Kvyat,Toro Rosso Ferrari,1:32.645,1:32.623,,11
55,14,Carlos Sainz,Toro Rosso Ferrari,1:32.789,1:32.685,,12
14,15,Fernando Alonso,McLaren Honda,1:32.819,1:32.689,,12
30,16,Jolyon Palmer,Renault,1:32.796,1:32.807,,12
22,17,Jenson Button,McLaren Honda,1:32.851,,,6
20,18,Kevin Magnussen,Renault,1:33.023,,,6
9,19,Marcus Ericsson,Sauber Ferrari,1:33.222,,,7
12,20,Felipe Nasr,Sauber Ferrari,1:33.332,,,7
31,21,Esteban Ocon,MRT Mercedes,1:33.353,,,9
94,22,Pascal Wehrlein,MRT Mercedes,1:33.561,,,9
