,Position,Driver,Car,Lap,Time,Avg Speed
7,1,David Coulthard,McLaren Mercedes,17,1:46.116,231.471
8,2,Mika Hakkinen,McLaren Mercedes,17,1:46.252,231.174
1,3,Jacques Villeneuve,Williams Mecachrome,35,1:46.274,231.127
9,4,Damon Hill,Jordan Mugen Honda,37,1:46.317,231.033
10,5,Ralf Schumacher,Jordan Mugen Honda,7,1:46.350,230.961
3,6,Michael Schumacher,Ferrari,37,1:46.381,230.894
4,7,Eddie Irvine,Ferrari,36,1:46.459,230.725
5,8,Giancarlo Fisichella,Benetton Playlife,15,1:46.831,229.922
6,9,Alexander Wurz,Benetton Playlife,16,1:46.880,229.816
2,10,Heinz-Harald Frentzen,Williams Mecachrome,32,1:46.890,229.795
14,11,Jean Alesi,Sauber Petronas,43,1:46.964,229.636
15,12,Johnny Herbert,Sauber Petronas,15,1:47.345,228.821
18,13,Rubens Barrichello,Stewart Ford,17,1:47.544,228.397
11,14,Olivier Panis,Prost Peugeot,41,1:47.775,227.908
12,15,Jarno Trulli,Prost Peugeot,27,1:48.446,226.497
21,16,Toranosuke Takagi,Tyrrell Ford,22,1:48.608,226.160
17,17,Mika Salo,Arrows,34,1:48.899,225.555
19,18,Jos Verstappen,Stewart Ford,5,1:49.147,225.043
22,19,Shinji Nakano,Minardi Ford,17,1:49.424,224.473
23,20,Esteban Tuero,Minardi Ford,12,1:50.314,222.662
16,21,Pedro Diniz,Arrows,2,1:51.259,220.771
