,Position,Driver,Car,Time / Gap,Laps
8,1,Mika Hakkinen,McLaren Mercedes,1:43.946,33
7,2,David Coulthard,McLaren Mercedes,+0.192s,29
9,3,Damon Hill,Jordan Mugen Honda,+0.348s,31
14,4,Jean Alesi,Sauber Petronas,+0.600s,34
3,5,Michael Schumacher,Ferrari,+0.811s,22
4,6,Eddie Irvine,Ferrari,+0.834s,29
1,7,Jacques Villeneuve,Williams Mecachrome,+0.982s,29
2,8,Heinz-Harald Frentzen,Williams Mecachrome,+1.240s,32
15,9,Johnny Herbert,Sauber Petronas,+1.418s,35
10,10,Ralf Schumacher,Jordan Mugen Honda,+1.565s,34
12,11,Jarno Trulli,Prost Peugeot,+1.665s,34
6,12,Alexander Wurz,Benetton Playlife,+1.997s,32
5,13,Giancarlo Fisichella,Benetton Playlife,+2.059s,31
17,14,Mika Salo,Arrows,+2.217s,30
18,15,Rubens Barrichello,Stewart Ford,+2.311s,24
11,16,Olivier Panis,Prost Peugeot,+2.538s,33
21,17,Toranosuke Takagi,Tyrrell Ford,+2.797s,21
16,18,Pedro Diniz,Arrows,+2.957s,27
19,19,Jos Verstappen,Stewart Ford,+3.140s,23
23,20,Esteban Tuero,Minardi Ford,+4.229s,18
22,21,Shinji Nakano,Minardi Ford,+4.886s,25
20,22,Ricardo Rosset,Tyrrell Ford,+6.040s,21
