,Position,Driver,Car,Laps,Time,Points
8,1,Mika Hakkinen,McLaren Mercedes,45,1:20:47.984,10
7,2,David Coulthard,McLaren Mercedes,45,+0.427s,6
1,3,Jacques Villeneuve,Williams Mecachrome,45,+2.578s,4
9,4,Damon Hill,Jordan Mugen Honda,45,+7.185s,3
3,5,Michael Schumacher,Ferrari,45,+12.613s,2
10,6,Ralf Schumacher,Jordan Mugen Honda,45,+29.739s,1
5,7,Giancarlo Fisichella,Benetton Playlife,45,+31.027s,0
4,8,Eddie Irvine,Ferrari,45,+31.650s,0
2,9,Heinz-Harald Frentzen,Williams Mecachrome,45,+32.785s,0
14,10,Jean Alesi,Sauber Petronas,45,+48.372s,0
6,11,Alexander Wurz,Benetton Playlife,45,+57.995s,0
12,12,Jarno Trulli,Prost Peugeot,44,+1 lap,0
21,13,Toranosuke Takagi,Tyrrell Ford,44,+1 lap,0
17,14,Mika Salo,Arrows,44,+1 lap,0
11,15,Olivier Panis,Prost Peugeot,44,+1 lap,0
23,16,Esteban Tuero,Minardi Ford,43,+2 laps,0
15,NC,Johnny Herbert,Sauber Petronas,37,DNF,0
22,NC,Shinji Nakano,Minardi Ford,36,DNF,0
18,NC,Rubens Barrichello,Stewart Ford,27,DNF,0
19,NC,Jos Verstappen,Stewart Ford,24,DNF,0
16,NC,Pedro Diniz,Arrows,2,DNF,0
