,Position,Driver,Car,Laps,Time,Points
8,1,Fernando Alonso,Ferrari,55,2:48:20.810,25
2,2,Lewis Hamilton,McLaren Mercedes,55,+14.999s,18
7,3,Felipe Massa,Ferrari,55,+30.868s,15
3,4,Michael Schumacher,Mercedes,55,+39.688s,12
11,5,Robert Kubica,Renault,55,+47.734s,10
15,6,Vitantonio Liuzzi,Force India Mercedes,55,+53.571s,8
9,7,Rubens Barrichello,Williams Cosworth,55,+69.257s,6
23,8,Kamui Kobayashi,Sauber Ferrari,55,+77.889s,4
22,9,Nick Heidfeld,Sauber Ferrari,55,+80.107s,2
10,10,Nico Hulkenberg,Williams Cosworth,55,+80.851s,1
17,11,Jaime Alguersuari,STR Ferrari,55,+84.146s,0
1,12,Jenson Button,McLaren Mercedes,55,+89.939s,0
19,13,Heikki Kovalainen,Lotus Cosworth,54,+1 lap,0
21,14,Bruno Senna,HRT Cosworth,53,+2 laps,0
20,15,Sakon Yamamoto,HRT Cosworth,53,+2 laps,0
14,NC,Adrian Sutil,Force India Mercedes,46,DNF,0
5,NC,Sebastian Vettel,RBR Renault,45,DNF,0
12,NC,Vitaly Petrov,Renault,39,DNF,0
24,NC,Timo Glock,Virgin Cosworth,31,DNF,0
16,NC,Sebastien Buemi,STR Ferrari,30,DNF,0
25,NC,Lucas di Grassi,Virgin Cosworth,25,DNF,0
18,NC,Jarno Trulli,Lotus Cosworth,25,DNF,0
6,NC,Mark Webber,RBR Renault,18,DNF,0
4,NC,Nico Rosberg,Mercedes,18,DNF,0
