,Position,Driver,Car,Time / Gap,Laps
11,1,Robert Kubica,Renault,1:37.354,15
2,2,Lewis Hamilton,McLaren Mercedes,+0.048s,16
8,3,Fernando Alonso,Ferrari,+0.072s,15
6,4,Mark Webber,RBR Renault,+0.087s,13
4,5,Nico Rosberg,Mercedes,+0.275s,12
7,6,Felipe Massa,Ferrari,+0.601s,16
1,7,Jenson Button,McLaren Mercedes,+1.065s,15
10,8,Nico Hulkenberg,Williams Cosworth,+1.147s,17
3,9,Michael Schumacher,Mercedes,+1.276s,12
14,10,Adrian Sutil,Force India Mercedes,+1.278s,18
12,11,Vitaly Petrov,Renault,+1.314s,14
9,12,Rubens Barrichello,Williams Cosworth,+1.379s,16
16,13,Sebastien Buemi,STR Ferrari,+1.704s,21
23,14,Kamui Kobayashi,Sauber Ferrari,+1.791s,16
17,15,Jaime Alguersuari,STR Ferrari,+1.805s,21
5,16,Sebastian Vettel,RBR Renault,+2.426s,9
22,17,Nick Heidfeld,Sauber Ferrari,+2.935s,17
15,18,Vitantonio Liuzzi,Force India Mercedes,+4.237s,15
18,19,Jarno Trulli,Lotus Cosworth,+4.269s,15
24,20,Timo Glock,Virgin Cosworth,+4.499s,17
19,21,Heikki Kovalainen,Lotus Cosworth,+4.741s,19
25,22,Lucas di Grassi,Virgin Cosworth,+5.757s,19
21,23,Bruno Senna,HRT Cosworth,+6.063s,19
20,24,Sakon Yamamoto,HRT Cosworth,+6.526s,20
