,Position,Driver,Car,Time
12,1,Niki Lauda,Ferrari,1:35.400
7,2,Carlos Reutemann,Brabham Ford,1:35.560
5,3,Emerson Fittipaldi,McLaren Ford,1:35.760
8,4,Carlos Pace,Brabham Ford,1:35.910
3,5,Jody Scheckter,Tyrrell Ford,1:35.940
1,6,Ronnie Peterson,Lotus Ford,1:36.000
24,7,James Hunt,March Ford,1:36.110
11,8,Clay Regazzoni,Ferrari,1:36.310
20,9,Arturo Merzario,Iso Marlboro Ford,1:36.350
6,10,Denny Hulme,McLaren Ford,1:36.390
28,11,John Watson,Brabham Ford,1:36.520
21,12,Jacques Laffite,Iso Marlboro Ford,1:36.860
27,13,Rolf Stommelen,Lola Ford,1:37.180
4,14,Patrick Depailler,Tyrrell Ford,1:37.250
9,15,Hans-Joachim Stuck,March Ford,1:37.370
16,16,Tom Pryce,Shadow Ford,1:37.390
33,17,David   Hobbs,McLaren Ford,1:37.410
14,18,Jean-Pierre Beltoise,BRM,1:37.430
23,19,Tim   Schenken,Trojan Ford,1:37.430
10,20,Vittorio Brambilla,March Ford,1:37.470
26,21,Graham Hill,Lola Ford,1:37.540
2,22,Jacky Ickx,Lotus Ford,1:38.090
17,23,Jean-Pierre Jarier,Shadow Ford,1:38.170
35,24,Ian Ashley,Token Ford,1:38.670
30,25,Dieter  Quester ,March Ford,1:38.880
