,Position,Driver,Car,Laps,Time,Points
4,1,Jackie Stewart,Tyrrell Ford,38,1:52:21.500,9
1,2,Emerson Fittipaldi,Lotus Ford,38,+27.700s,6
9,3,Chris Amon,Matra,38,+31.900s,4
7,4,Francois  Cevert ,Tyrrell Ford,38,+49.300s,3
12,5,Ronnie Peterson,March Ford,38,+56.800s,2
26,6,Mike Hailwood,Surtees Ford,38,+96.100s,1
2,7,Denny Hulme,McLaren Ford,38,+108.100s,0
19,8,Wilson Fittipaldi,Brabham Ford,38,+145.100s,0
11,9,Brian   Redman,McLaren Ford,38,+175.500s,0
18,10,Graham Hill,Brabham Ford,38,+179.500s,0
3,11,Jacky Ickx,Ferrari,37,+1 lap,0
20,12,Carlos Reutemann,Brabham Ford,37,+1 lap,0
30,13,Nanni  Galli ,Ferrari,37,+1 lap,0
28,14,Andrea de Adamich ,Surtees Ford,37,+1 lap,0
5,15,Jean-Pierre Beltoise,BRM,37,+1 lap,0
10,16,Rolf Stommelen,Eifelland Ford,37,+1 lap,0
27,17,Tim   Schenken,Surtees Ford,36,+2 laps,0
6,18,Dave  Walker ,Lotus Ford,34,DNF,0
15,NC,Mike  Beuttler ,March Ford,33,DNF,0
8,NC,Patrick Depailler,Tyrrell Ford,33,+5 laps,0
24,NC,Reine   Wisell,BRM,25,DNF,0
17,NC,Carlos Pace,March Ford,18,DNF,0
25,NC,Helmut  Marko ,BRM,8,DNF,0
14,NC,Niki Lauda,March Ford,4,DNF,0
