,Position,Driver,Car,Time
9,1,Chris Amon,Matra,2:53.400
2,2,Denny Hulme,McLaren Ford,2:54.200
4,3,Jackie Stewart,Tyrrell Ford,2:55.000
3,4,Jacky Ickx,Ferrari,2:55.100
27,5,Tim   Schenken,Surtees Ford,2:57.200
25,6,Helmut  Marko ,BRM,2:57.300
7,7,Francois  Cevert ,Tyrrell Ford,2:58.100
1,8,Emerson Fittipaldi,Lotus Ford,2:58.100
12,9,Ronnie Peterson,March Ford,2:58.200
26,10,Mike Hailwood,Surtees Ford,2:58.300
17,11,Carlos Pace,March Ford,2:58.600
28,12,Andrea de Adamich ,Surtees Ford,2:59.100
11,13,Brian   Redman,Surtees Ford,2:59.400
19,14,Wilson Fittipaldi,Brabham Ford,2:59.500
10,15,Rolf Stommelen,Eifelland Ford,2:59.600
8,16,Patrick Depailler,Tyrrell Ford,2:59.600
20,17,Carlos Reutemann,Brabham Ford,3:00.700
24,18,Reine   Wisell,BRM,3:00.700
30,19,Nanni  Galli ,Ferrari,3:00.700
18,20,Graham Hill,Brabham Ford,3:03.000
14,21,Niki Lauda,March Ford,3:03.100
6,22,Dave  Walker ,Lotus Ford,3:04.700
15,23,Mike  Beuttler ,Surtees Ford,3:05.900
5,24,Jean-Pierre Beltoise,BRM,
