,Position,Driver,Car,Laps,Time,Points
77,1,Valtteri Bottas,Mercedes,53,1:34:00.364,26
33,2,Max Verstappen,Red Bull Racing Honda,53,+7.729s,18
44,3,Lewis Hamilton,Mercedes,53,+22.729s,15
11,4,Sergio Perez,Racing Point BWT Mercedes,53,+30.558s,12
3,5,Daniel Ricciardo,Renault,53,+52.065s,10
16,6,Charles Leclerc,Ferrari,53,+62.186s,8
31,7,Esteban Ocon,Renault,53,+68.006s,6
26,8,Daniil Kvyat,AlphaTauri Honda,53,+68.740s,4
10,9,Pierre Gasly,AlphaTauri Honda,53,+89.766s,2
23,10,Alexander Albon,Red Bull Racing Honda,53,+97.860s,1
99,11,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,52,+1 lap,0
20,12,Kevin Magnussen,Haas Ferrari,52,+1 lap,0
5,13,Sebastian Vettel,Ferrari,52,+1 lap,0
7,14,Kimi Räikkönen,Alfa Romeo Racing Ferrari,52,+1 lap,0
4,15,Lando Norris,McLaren Renault,52,+1 lap,0
6,16,Nicholas Latifi,Williams Mercedes,52,+1 lap,0
8,17,Romain Grosjean,Haas Ferrari,52,+1 lap,0
63,18,George Russell,Williams Mercedes,52,+1 lap,0
55,NC,Carlos Sainz,McLaren Renault,0,DNF,0
18,NC,Lance Stroll,Racing Point BWT Mercedes,0,DNF,0
