,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:31.304
33,2,Max Verstappen,Red Bull Racing Honda,1:31.867
77,3,Valtteri Bottas,Mercedes,1:31.956
11,4,Sergio Perez,Racing Point BWT Mercedes,1:32.317
3,5,Daniel Ricciardo,Renault,1:32.364
55,6,Carlos Sainz,McLaren Renault,1:32.550
31,7,Esteban Ocon,Renault,1:32.624
4,8,Lando Norris,McLaren Renault,1:32.847
10,9,Pierre Gasly,AlphaTauri Honda,1:33.000
16,10,Charles Leclerc,Ferrari,1:33.239
26,11,Daniil Kvyat,AlphaTauri Honda,1:33.249
18,12,Lance Stroll,Racing Point BWT Mercedes,1:33.364
63,13,George Russell,Williams Mercedes,1:33.583
5,14,Sebastian Vettel,Ferrari,1:33.609
23,15,Alexander Albon,Red Bull Racing Honda,1:33.008
8,16,Romain Grosjean,Haas Ferrari,1:34.592
99,17,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:34.594
20,18,Kevin Magnussen,Haas Ferrari,1:34.681
7,19,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:35.267
6,20,Nicholas Latifi,Williams Mercedes,1:35.066
