,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
77,1,Valtteri Bottas,Mercedes,51,1:37.030,216.972,15:44:18
10,2,Pierre Gasly,AlphaTauri Honda,50,1:37.231,216.523,15:44:06
33,3,Max Verstappen,Red Bull Racing Honda,53,1:37.332,216.298,15:47:41
63,4,George Russell,Williams Mercedes,52,1:37.352,216.254,15:48:55
4,5,Lando Norris,McLaren Renault,50,1:37.377,216.198,15:44:43
3,6,Daniel Ricciardo,Renault,53,1:37.886,215.074,15:48:20
44,7,Lewis Hamilton,Mercedes,48,1:38.075,214.660,15:39:40
11,8,Sergio Perez,Racing Point BWT Mercedes,52,1:38.141,214.515,15:46:24
23,9,Alexander Albon,Red Bull Racing Honda,51,1:38.377,214.001,15:45:49
7,10,Kimi Räikkönen,Alfa Romeo Racing Ferrari,37,1:38.858,212.960,15:22:33
16,11,Charles Leclerc,Ferrari,47,1:39.053,212.540,15:38:35
26,12,Daniil Kvyat,AlphaTauri Honda,48,1:39.133,212.369,15:40:23
31,13,Esteban Ocon,Renault,48,1:39.216,212.191,15:40:22
5,14,Sebastian Vettel,Ferrari,46,1:39.588,211.398,15:37:40
8,15,Romain Grosjean,Haas Ferrari,44,1:39.614,211.343,15:34:57
99,16,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,44,1:39.766,211.021,15:34:16
20,17,Kevin Magnussen,Haas Ferrari,52,1:40.380,209.731,15:47:47
6,18,Nicholas Latifi,Williams Mercedes,47,1:41.044,208.352,15:39:57
