,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:33.279,16
77,2,Valtteri Bottas,Mercedes,+0.776s,19
55,3,Carlos Sainz,McLaren Renault,+0.817s,17
31,4,Esteban Ocon,Renault,+0.960s,13
11,5,Sergio Perez,Racing Point BWT Mercedes,+0.973s,14
33,6,Max Verstappen,Red Bull Racing Honda,+1.027s,11
5,7,Sebastian Vettel,Ferrari,+1.315s,14
18,8,Lance Stroll,Racing Point BWT Mercedes,+1.453s,13
26,9,Daniil Kvyat,AlphaTauri Honda,+1.489s,14
3,10,Daniel Ricciardo,Renault,+1.508s,12
10,11,Pierre Gasly,AlphaTauri Honda,+1.513s,12
16,12,Charles Leclerc,Ferrari,+1.527s,14
63,13,George Russell,Williams Mercedes,+1.700s,16
8,14,Romain Grosjean,Haas Ferrari,+1.978s,14
6,15,Nicholas Latifi,Williams Mercedes,+2.013s,14
20,16,Kevin Magnussen,Haas Ferrari,+2.172s,14
99,17,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+2.311s,15
7,18,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+2.320s,15
23,19,Alexander Albon,Red Bull Racing Honda,+2.324s,14
4,20,Lando Norris,McLaren Renault,+2.702s,17
