,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
3,1,Daniel Ricciardo,Red Bull Racing TAG Heuer,48,1:18.442,209.918,15:08:44
5,2,Sebastian Vettel,Ferrari,48,1:18.710,209.203,15:08:55
44,3,Lewis Hamilton,Mercedes,52,1:18.746,209.107,15:13:54
33,4,Max Verstappen,Red Bull Racing TAG Heuer,47,1:18.910,208.673,15:07:27
6,5,Nico Rosberg,Mercedes,51,1:19.122,208.114,15:12:49
7,6,Kimi Räikkönen,Ferrari,36,1:19.572,206.937,14:52:41
26,7,Daniil Kvyat,Toro Rosso Ferrari,51,1:19.585,206.903,15:14:17
11,8,Sergio Perez,Force India Mercedes,46,1:19.606,206.848,15:07:03
22,9,Jenson Button,McLaren Honda,48,1:19.781,206.395,15:09:37
21,10,Esteban Gutierrez ,Haas Ferrari,56,1:19.883,206.131,15:20:43
55,11,Carlos Sainz,Toro Rosso Ferrari,54,1:19.957,205.940,15:18:16
27,12,Nico Hulkenberg,Force India Mercedes,46,1:20.056,205.686,15:06:43
14,13,Fernando Alonso,McLaren Honda,50,1:20.132,205.490,15:12:22
8,14,Romain Grosjean,Haas Ferrari,58,1:20.250,205.188,15:23:32
77,15,Valtteri Bottas,Williams Mercedes,36,1:20.442,204.699,14:53:00
94,16,Pascal Wehrlein,MRT Mercedes,49,1:20.710,204.019,15:11:57
30,17,Jolyon Palmer,Renault,55,1:21.127,202.970,15:20:35
9,18,Marcus Ericsson,Sauber Ferrari,35,1:21.212,202.758,14:52:34
12,19,Felipe Nasr,Sauber Ferrari,45,1:21.420,202.240,15:06:54
19,20,Felipe Massa,Williams Mercedes,31,1:21.476,202.101,14:46:59
20,21,Kevin Magnussen,Renault,42,1:21.649,201.673,15:01:42
88,22,Rio Haryanto,MRT Mercedes,56,1:21.845,201.190,15:22:22
