,Position,Driver,Car,Time / Gap,Laps
6,1,Nico Rosberg,Mercedes,1:15.614,43
44,2,Lewis Hamilton,Mercedes,+0.394s,36
5,3,Sebastian Vettel,Ferrari,+0.594s,39
33,4,Max Verstappen,Red Bull Racing TAG Heuer,+0.842s,40
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.876s,38
7,6,Kimi Räikkönen,Ferrari,+0.898s,45
27,7,Nico Hulkenberg,Force India Mercedes,+1.167s,43
22,8,Jenson Button,McLaren Honda,+1.473s,16
11,9,Sergio Perez,Force India Mercedes,+1.534s,44
14,10,Fernando Alonso,McLaren Honda,+1.611s,21
55,11,Carlos Sainz,Toro Rosso Ferrari,+1.728s,32
26,12,Daniil Kvyat,Toro Rosso Ferrari,+1.753s,38
77,13,Valtteri Bottas,Williams Mercedes,+1.811s,44
8,14,Romain Grosjean,Haas Ferrari,+1.988s,13
19,15,Felipe Massa,Williams Mercedes,+2.072s,40
21,16,Esteban Gutierrez ,Haas Ferrari,+2.391s,42
20,17,Kevin Magnussen,Renault,+2.442s,46
9,18,Marcus Ericsson,Sauber Ferrari,+2.516s,28
94,19,Pascal Wehrlein,MRT Mercedes,+2.579s,42
30,20,Jolyon Palmer,Renault,+2.699s,47
88,21,Rio Haryanto,MRT Mercedes,+2.977s,47
12,22,Felipe Nasr,Sauber Ferrari,+3.681s,41
