,Position,Driver,Car,Time / Gap,Laps
6,1,Nico Rosberg,Mercedes,1:15.738,16
44,2,Lewis Hamilton,Mercedes,+0.057s,19
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.099s,13
7,4,Kimi Räikkönen,Ferrari,+0.164s,16
5,5,Sebastian Vettel,Ferrari,+0.366s,20
33,6,Max Verstappen,Red Bull Racing TAG Heuer,+0.444s,23
77,7,Valtteri Bottas,Williams Mercedes,+0.662s,28
19,8,Felipe Massa,Williams Mercedes,+0.892s,26
14,9,Fernando Alonso,McLaren Honda,+1.178s,11
27,10,Nico Hulkenberg,Force India Mercedes,+1.234s,16
55,11,Carlos Sainz,Toro Rosso Ferrari,+1.290s,20
11,12,Sergio Perez,Force India Mercedes,+1.328s,10
21,13,Esteban Gutierrez ,Haas Ferrari,+1.422s,17
26,14,Daniil Kvyat,Toro Rosso Ferrari,+1.489s,19
20,15,Kevin Magnussen,Renault,+1.613s,9
30,16,Jolyon Palmer,Renault,+1.735s,23
9,17,Marcus Ericsson,Sauber Ferrari,+1.947s,19
12,18,Felipe Nasr,Sauber Ferrari,+2.319s,24
22,19,Jenson Button,McLaren Honda,+2.355s,6
94,20,Pascal Wehrlein,MRT Mercedes,+2.532s,24
88,21,Rio Haryanto,MRT Mercedes,+2.534s,18
8,22,Romain Grosjean,Haas Ferrari,+9.422s,4
