,Position,Driver,Car,Laps,Time,Points
1,1,Max Verstappen,Red Bull Racing RBPT,66,1:37:20.475,25
11,2,Sergio Perez,Red Bull Racing RBPT,66,+13.072s,19
63,3,George Russell,Mercedes,66,+32.927s,15
55,4,Carlos Sainz,Ferrari,66,+45.208s,12
44,5,Lewis Hamilton,Mercedes,66,+54.534s,10
77,6,Valtteri Bottas,Alfa Romeo Ferrari,66,+59.976s,8
31,7,Esteban Ocon,Alpine Renault,66,+75.397s,6
4,8,Lando Norris,McLaren Mercedes,66,+83.235s,4
14,9,Fernando Alonso,Alpine Renault,65,+1 lap,2
22,10,Yuki Tsunoda,AlphaTauri RBPT,65,+1 lap,1
5,11,Sebastian Vettel,Aston Martin Aramco Mercedes,65,+1 lap,0
3,12,Daniel Ricciardo,McLaren Mercedes,65,+1 lap,0
10,13,Pierre Gasly,AlphaTauri RBPT,65,+1 lap,0
47,14,Mick Schumacher,Haas Ferrari,65,+1 lap,0
18,15,Lance Stroll,Aston Martin Aramco Mercedes,65,+1 lap,0
6,16,Nicholas Latifi,Williams Mercedes,64,+2 laps,0
20,17,Kevin Magnussen,Haas Ferrari,64,+2 laps,0
23,18,Alexander Albon,Williams Mercedes,64,+2 laps,0
24,NC,Guanyu Zhou,Alfa Romeo Ferrari,28,DNF,0
16,NC,Charles Leclerc,Ferrari,27,DNF,0
