,Position,Driver,Car,Lap,Time,Avg Speed
3,1,Michael Schumacher,Ferrari,12,1:35.704,193.346
8,2,Mika Hakkinen,McLaren Mercedes,2,1:35.961,192.828
7,3,David Coulthard,McLaren Mercedes,3,1:36.120,192.509
4,4,Eddie Irvine,Ferrari,12,1:36.530,191.691
2,5,Heinz-Harald Frentzen,Williams Mecachrome,2,1:36.884,190.991
1,6,Jacques Villeneuve,Williams Mecachrome,12,1:37.199,190.372
14,7,Jean Alesi,Sauber Petronas,11,1:37.202,190.366
9,8,Damon Hill,Jordan Mugen Honda,12,1:37.223,190.325
15,9,Johnny Herbert,Sauber Petronas,12,1:37.343,190.090
10,10,Ralf Schumacher,Jordan Mugen Honda,9,1:37.389,190.000
16,11,Pedro Diniz,Arrows,10,1:37.887,189.034
6,12,Alexander Wurz,Benetton Playlife,12,1:37.982,188.851
17,13,Mika Salo,Arrows,9,1:38.160,188.508
5,14,Giancarlo Fisichella,Benetton Playlife,9,1:38.424,188.002
18,15,Rubens Barrichello,Stewart Ford,11,1:40.097,184.860
20,16,Ricardo Rosset,Tyrrell Ford,10,1:40.948,183.302
19,17,Jos Verstappen,Stewart Ford,12,1:41.114,183.001
21,18,Toranosuke Takagi,Tyrrell Ford,4,1:41.629,182.074
11,19,Olivier Panis,Prost Peugeot,11,1:42.346,180.798
22,20,Shinji Nakano,Minardi Ford,33,1:43.755,178.343
12,21,Jarno Trulli,Prost Peugeot,29,1:44.083,177.781
23,22,Esteban Tuero,Minardi Ford,3,1:44.700,176.733
