,Position,Driver,Car,Laps,Time,Points
3,1,Michael Schumacher,Ferrari,60,1:47:02.450,10
8,2,Mika Hakkinen,McLaren Mercedes,60,+22.465s,6
4,3,Eddie Irvine,Ferrari,60,+29.199s,4
6,4,Alexander Wurz,Benetton Playlife,59,+1 lap,3
5,5,Giancarlo Fisichella,Benetton Playlife,59,+1 lap,2
10,6,Ralf Schumacher,Jordan Mugen Honda,59,+1 lap,1
1,7,Jacques Villeneuve,Williams Mecachrome,59,+1 lap,0
22,8,Shinji Nakano,Minardi Ford,58,+2 laps,0
21,9,Toranosuke Takagi,Tyrrell Ford,56,+4 laps,0
14,NC,Jean Alesi,Sauber Petronas,53,DNF,0
16,NC,Pedro Diniz,Arrows,45,DNF,0
11,NC,Olivier Panis,Prost Peugeot,40,DNF,0
18,NC,Rubens Barrichello,Stewart Ford,39,DNF,0
19,NC,Jos Verstappen,Stewart Ford,38,DNF,0
7,NC,David Coulthard,McLaren Mercedes,37,DNF,0
12,NC,Jarno Trulli,Prost Peugeot,37,DNF,0
20,NC,Ricardo Rosset,Tyrrell Ford,29,DNF,0
23,NC,Esteban Tuero,Minardi Ford,29,DNF,0
15,NC,Johnny Herbert,Sauber Petronas,27,DNF,0
17,NC,Mika Salo,Arrows,27,DNF,0
2,NC,Heinz-Harald Frentzen,Williams Mecachrome,15,DNF,0
9,NC,Damon Hill,Jordan Mugen Honda,13,DNF,0
