,Position,Driver,Car,Time / Gap,Laps
8,1,Mika Hakkinen,McLaren Mercedes,1:23.639,30
7,2,David Coulthard,McLaren Mercedes,+0.594s,24
3,3,Michael Schumacher,Ferrari,+0.621s,30
10,4,Ralf Schumacher,Jordan Mugen Honda,+0.857s,28
9,5,Damon Hill,Jordan Mugen Honda,+1.044s,29
1,6,Jacques Villeneuve,Williams Mecachrome,+1.152s,31
4,7,Eddie Irvine,Ferrari,+1.195s,27
2,8,Heinz-Harald Frentzen,Williams Mecachrome,+1.548s,27
14,9,Jean Alesi,Sauber Petronas,+2.130s,27
5,10,Giancarlo Fisichella,Benetton Playlife,+2.183s,17
6,11,Alexander Wurz,Benetton Playlife,+2.265s,30
15,12,Johnny Herbert,Sauber Petronas,+2.310s,31
21,13,Toranosuke Takagi,Tyrrell Ford,+2.882s,26
11,14,Olivier Panis,Prost Peugeot,+3.242s,31
16,15,Pedro Diniz,Arrows,+3.290s,27
17,16,Mika Salo,Arrows,+3.308s,28
12,17,Jarno Trulli,Prost Peugeot,+3.363s,27
18,18,Rubens Barrichello,Stewart Ford,+3.684s,31
19,19,Jos Verstappen,Stewart Ford,+4.051s,31
23,20,Esteban Tuero,Minardi Ford,+4.585s,29
22,21,Shinji Nakano,Minardi Ford,+4.678s,26
20,22,Ricardo Rosset,Tyrrell Ford,+5.011s,26
