,Position,Driver,Car,Time / Gap,Laps
5,1,Fernando Alonso,Renault,1:34.715,5
1,2,Michael Schumacher,Ferrari,+0.168s,10
6,3,Giancarlo Fisichella,Renault,+0.215s,6
9,4,Kimi Räikkönen,McLaren Mercedes,+0.339s,9
16,5,Jarno Trulli,Toyota,+0.858s,6
17,6,Ralf Schumacher,Toyota,+0.930s,10
10,7,Juan Pablo Montoya,McLaren Mercedes,+1.135s,8
3,8,Jenson Button,BAR Honda,+1.447s,7
8,9,Nick Heidfeld,Williams BMW,+1.719s,3
7,10,Mark Webber,Williams BMW,+1.750s,5
14,11,David Coulthard,RBR Cosworth,+2.173s,11
2,12,Rubens Barrichello,Ferrari,+2.188s,7
12,13,Felipe Massa,Sauber Petronas,+2.272s,6
4,14,Anthony Davidson,BAR Honda,+2.334s,12
15,15,Christian Klien,RBR Cosworth,+2.489s,10
11,16,Jacques Villeneuve,Sauber Petronas,+3.135s,6
19,17,Narain Karthikeyan,Jordan Toyota,+3.729s,11
18,18,Tiago Monteiro,Jordan Toyota,+4.634s,12
20,19,Patrick Friesacher ,Minardi Cosworth,+6.683s,15
21,20,Christijan Albers,Minardi Cosworth,+7.308s,16
