,Position,Driver,Car,Lap,Time,Avg Speed
9,1,Kimi Räikkönen,McLaren Mercedes,23,1:35.483,208.987
8,2,Nick Heidfeld,Williams BMW,40,1:35.712,208.487
16,3,Jarno Trulli,Toyota,18,1:35.816,208.261
5,4,Fernando Alonso,Renault,18,1:35.899,208.081
7,5,Mark Webber,Williams BMW,20,1:36.026,207.806
6,6,Giancarlo Fisichella,Renault,21,1:36.182,207.469
17,7,Ralf Schumacher,Toyota,15,1:36.321,207.169
10,8,Juan Pablo Montoya,McLaren Mercedes,42,1:36.585,206.603
14,9,David Coulthard,RBR Cosworth,18,1:36.790,206.165
2,10,Rubens Barrichello,Ferrari,22,1:36.878,205.978
15,11,Christian Klien,RBR Cosworth,17,1:36.902,205.927
1,12,Michael Schumacher,Ferrari,41,1:36.982,205.757
12,13,Felipe Massa,Sauber Petronas,18,1:37.212,205.270
3,14,Jenson Button,BAR Honda,2,1:37.912,203.803
11,15,Jacques Villeneuve,Sauber Petronas,18,1:38.058,203.499
19,16,Narain Karthikeyan,Jordan Toyota,18,1:39.833,199.881
18,17,Tiago Monteiro,Jordan Toyota,36,1:40.432,198.689
4,18,Anthony Davidson,BAR Honda,2,1:41.470,196.657
21,19,Christijan Albers,Minardi Cosworth,12,1:42.465,194.747
20,20,Patrick Friesacher ,Minardi Cosworth,2,1:43.558,192.692
