,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:33.796,1:33.068,1:32.248,14
6,2,Nico Rosberg,Mercedes,1:33.475,1:32.737,1:32.361,14
19,3,Felipe Massa,Williams Mercedes,1:34.542,1:33.707,1:33.085,21
77,4,Valtteri Bottas,Williams Mercedes,1:34.171,1:33.020,1:33.149,19
7,5,Kimi Räikkönen,Ferrari,1:33.426,1:33.911,1:33.379,19
5,6,Sebastian Vettel,Ferrari,1:33.562,1:33.641,1:33.547,18
26,7,Daniil Kvyat,Red Bull Racing Renault,1:34.422,1:33.520,1:33.636,22
55,8,Carlos Sainz,STR Renault,1:34.641,1:34.071,1:33.649,19
27,9,Nico Hulkenberg,Force India Mercedes,1:34.594,1:33.693,1:33.673,21
3,10,Daniel Ricciardo,Red Bull Racing Renault,1:34.272,1:33.749,1:33.943,20
11,11,Sergio Perez,Force India Mercedes,1:34.250,1:34.268,,14
8,12,Romain Grosjean,Lotus Mercedes,1:34.646,1:34.430,,9
33,13,Max Verstappen,STR Renault,1:34.819,1:34.502,,14
13,14,Pastor Maldonado,Lotus Mercedes,1:34.877,1:34.511,,16
9,15,Marcus Ericsson,Sauber Ferrari,1:34.643,1:34.868,,13
12,16,Felipe Nasr,Sauber Ferrari,1:34.888,,,7
14,17,Fernando Alonso,McLaren Honda,1:34.959,,,8
22,18,Jenson Button,McLaren Honda,1:35.207,,,9
28,19,Will Stevens,Marussia Ferrari,1:37.364,,,9
98,20,Roberto Merhi,Marussia Ferrari,1:39.377,,,8
