,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,29,1:37.093,218.425,13:53:21
6,2,Nico Rosberg,Mercedes,24,1:37.403,217.730,13:45:20
19,3,Felipe Massa,Williams Mercedes,26,1:37.466,217.589,13:48:33
7,4,Kimi Räikkönen,Ferrari,31,1:37.493,217.529,13:56:56
77,5,Valtteri Bottas,Williams Mercedes,32,1:37.513,217.484,13:58:20
5,6,Sebastian Vettel,Ferrari,31,1:37.707,217.053,13:56:59
26,7,Daniil Kvyat,Red Bull Racing Renault,28,1:37.910,216.603,13:52:07
9,8,Marcus Ericsson,Sauber Ferrari,31,1:38.131,216.115,13:57:33
27,9,Nico Hulkenberg,Force India Mercedes,32,1:38.296,215.752,13:58:46
11,10,Sergio Perez,Force India Mercedes,25,1:38.466,215.379,13:47:23
55,11,Carlos Sainz,STR Renault,26,1:38.697,214.875,13:49:01
14,12,Fernando Alonso,McLaren Honda,30,1:38.883,214.471,13:56:09
3,13,Daniel Ricciardo,Red Bull Racing Renault,14,1:39.940,212.203,13:29:08
28,14,Will Stevens,Marussia Ferrari,28,1:41.919,208.082,13:53:19
98,15,Roberto Merhi,Marussia Ferrari,26,1:42.324,207.259,13:50:06
33,16,Max Verstappen,STR Renault,3,2:20.776,150.647,13:10:19
