,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:32.248
6,2,Nico Rosberg,Mercedes,1:32.361
19,3,Felipe Massa,Williams Mercedes,1:33.085
77,4,Valtteri Bottas,Williams Mercedes,1:33.149
7,5,Kimi Räikkönen,Ferrari,1:33.379
5,6,Sebastian Vettel,Ferrari,1:33.547
26,7,Daniil Kvyat,Red Bull Racing Renault,1:33.636
55,8,Carlos Sainz,STR Renault,1:33.649
27,9,Nico Hulkenberg,Force India Mercedes,1:33.673
3,10,Daniel Ricciardo,Red Bull Racing Renault,1:33.943
11,11,Sergio Perez,Force India Mercedes,1:34.268
8,12,Romain Grosjean,Lotus Mercedes,1:34.430
33,13,Max Verstappen,STR Renault,1:34.502
13,14,Pastor Maldonado,Lotus Mercedes,1:34.511
9,15,Marcus Ericsson,Sauber Ferrari,1:34.868
12,16,Felipe Nasr,Sauber Ferrari,1:34.888
14,17,Fernando Alonso,McLaren Honda,1:34.959
22,18,Jenson Button,McLaren Honda,1:35.207
28,19,Will Stevens,Marussia Ferrari,1:37.364
98,20,Roberto Merhi,Marussia Ferrari,1:39.377
