,Position,Driver,Car,Time
1,1,James Hunt,McLaren Ford,1:15.960
8,2,Carlos Pace,Brabham Alfa Romeo,1:16.010
11,3,Niki Lauda,Ferrari,1:16.290
4,4,Patrick Depailler,Tyrrell Ford,1:16.330
20,5,Jody Scheckter,Wolf Ford,1:16.350
5,6,Mario Andretti,Lotus Ford,1:16.380
3,7,Ronnie Peterson,Tyrrell Ford,1:16.440
12,8,Carlos Reutemann,Ferrari,1:16.540
28,9,Emerson Fittipaldi,Fittipaldi Ford,1:16.640
6,10,Gunnar Nilsson,Lotus Ford,1:16.650
7,11,John Watson,Brabham Alfa Romeo,1:16.710
26,12,Jacques Laffite,Ligier Matra,1:16.740
2,13,Jochen Mass,McLaren Ford,1:16.990
19,14,Vittorio Brambilla,Surtees Ford,1:17.080
16,15,Tom Pryce,Shadow Ford,1:17.110
22,16,Clay Regazzoni,Ensign Ford,1:17.210
9,17,Alex Ribeiro,March Ford,1:17.440
10,18,Hans-Joachim Stuck,March Ford,1:17.490
18,19,Hans Binder,Surtees Ford,1:18.070
17,20,Renzo Zorzi,Shadow Ford,1:18.420
33,21,Boy Hayje,March Ford,1:19.590
14,22,Larry Perkins,BRM,1:21.770
30,23,Brett Lunger,McLaren Ford,1:24.350
