,Position,Driver,Car,Time / Gap,Laps
33,1,Max Verstappen,Red Bull Racing Honda,1:03.660,27
77,2,Valtteri Bottas,Mercedes,+0.043s,36
11,3,Sergio Perez,Racing Point BWT Mercedes,+0.217s,43
18,4,Lance Stroll,Racing Point BWT Mercedes,+0.581s,43
55,5,Carlos Sainz,McLaren Renault,+0.673s,45
44,6,Lewis Hamilton,Mercedes,+0.688s,27
23,7,Alexander Albon,Red Bull Racing Honda,+0.777s,29
4,8,Lando Norris,McLaren Renault,+0.881s,31
16,9,Charles Leclerc,Ferrari,+1.046s,35
31,10,Esteban Ocon,Renault,+1.086s,32
10,11,Pierre Gasly,AlphaTauri Honda,+1.097s,37
26,12,Daniil Kvyat,AlphaTauri Honda,+1.390s,34
7,13,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.492s,23
99,14,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+1.705s,36
63,15,George Russell,Williams Mercedes,+1.928s,34
5,16,Sebastian Vettel,Ferrari,+1.953s,40
6,17,Nicholas Latifi,Williams Mercedes,+1.995s,49
20,18,Kevin Magnussen,Haas Ferrari,+2.130s,36
8,19,Romain Grosjean,Haas Ferrari,+2.436s,38
3,20,Daniel Ricciardo,Renault,,2
