,Position,Driver,Car,Time
2,1,Ayrton Senna,Williams Renault,1:21.548
5,2,Michael Schumacher,Benetton Ford,1:21.885
28,3,Gerhard Berger,Ferrari,1:22.113
0,4,Damon Hill,Williams Renault,1:22.168
6,5,Jyrki Jarvilehto,Benetton Ford,1:22.717
27,6,Nicola Larini,Ferrari,1:22.841
30,7,Heinz-Harald Frentzen,Sauber Mercedes,1:23.119
7,8,Mika Hakkinen,McLaren Peugeot,1:23.140
3,9,Ukyo Katayama,Tyrrell Yamaha,1:23.322
29,10,Karl Wendlinger,Sauber Mercedes,1:23.347
10,11,Gianni Morbidelli,Footwork Ford,1:23.663
4,12,Mark Blundell,Tyrrell Yamaha,1:23.703
8,13,Martin Brundle,McLaren Peugeot,1:23.858
23,14,Pierluigi Martini,Minardi Ford,1:24.078
24,15,Michele Alboreto,Minardi Ford,1:24.276
9,16,Christian Fittipaldi,Footwork Ford,1:24.472
25,17,Eric Bernard,Ligier Renault,1:24.678
20,18,Erik Comas,Larrousse Ford,1:24.852
26,19,Olivier Panis,Ligier Renault,1:24.996
12,20,Johnny Herbert,Lotus Mugen Honda,1:25.114
15,21,Andrea de Cesaris,Jordan Hart,1:25.234
11,22,Pedro Lamy,Lotus Mugen Honda,1:25.295
19,23,Olivier Beretta,Larrousse Ford,1:25.991
31,24,David Brabham,Simtek Ford,1:26.817
34,25,Bertrand Gachot,Pacific Ilmor,1:27.143
