,Position,Driver,Car,Q1,Q2,Q3,Laps
15,1,Sebastian Vettel,STR Ferrari,1:35.464,1:35.837,1:37.555,28
23,2,Heikki Kovalainen,McLaren Mercedes,1:35.214,1:35.843,1:37.631,24
10,3,Mark Webber,Red Bull Renault,1:36.001,1:36.306,1:38.117,23
14,4,Sebastien Bourdais,STR Ferrari,1:35.543,1:36.175,1:38.445,28
7,5,Nico Rosberg,Williams Toyota,1:35.485,1:35.898,1:38.767,28
2,6,Felipe Massa,Ferrari,1:35.536,1:36.676,1:38.894,29
11,7,Jarno Trulli,Toyota,1:35.906,1:36.008,1:39.152,26
5,8,Fernando Alonso,Renault,1:36.297,1:36.518,1:39.751,28
12,9,Timo Glock,Toyota,1:35.737,1:36.525,1:39.787,28
3,10,Nick Heidfeld,Sauber BMW,1:35.709,1:36.626,1:39.906,26
4,11,Robert Kubica,Sauber BMW,1:35.553,1:36.697,,21
21,12,Giancarlo Fisichella,Force India Ferrari,1:36.280,1:36.698,,19
9,13,David Coulthard,Red Bull Renault,1:36.485,1:37.284,,21
1,14,Kimi Räikkönen,Ferrari,1:35.965,1:37.522,,21
22,15,Lewis Hamilton,McLaren Mercedes,1:35.394,1:39.265,,19
17,16,Rubens Barrichello,Honda,1:36.510,,,12
6,17,Nelson Piquet,Renault,1:36.630,,,13
8,18,Kazuki Nakajima,Williams Toyota,1:36.653,,,13
16,19,Jenson Button,Honda,1:37.006,,,13
20,20,Adrian Sutil,Force India Ferrari,1:37.417,,,12
