,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Kimi Räikkönen,Ferrari,53,1:28.047,236.859
14,2,Sebastien Bourdais,STR Ferrari,52,1:29.258,233.646
10,3,Mark Webber,Red Bull Renault,52,1:29.681,232.544
2,4,Felipe Massa,Ferrari,52,1:29.696,232.505
22,5,Lewis Hamilton,McLaren Mercedes,52,1:29.721,232.440
3,6,Nick Heidfeld,Sauber BMW,53,1:29.807,232.217
16,7,Jenson Button,Honda,52,1:29.827,232.166
12,8,Timo Glock,Toyota,53,1:29.948,231.853
5,9,Fernando Alonso,Renault,51,1:29.961,231.820
7,10,Nico Rosberg,Williams Toyota,53,1:30.019,231.671
8,11,Kazuki Nakajima,Williams Toyota,53,1:30.215,231.167
4,12,Robert Kubica,Sauber BMW,52,1:30.298,230.955
23,13,Heikki Kovalainen,McLaren Mercedes,53,1:30.300,230.950
15,14,Sebastian Vettel,STR Ferrari,53,1:30.510,230.414
11,15,Jarno Trulli,Toyota,52,1:30.853,229.544
6,16,Nelson Piquet,Renault,53,1:30.918,229.380
9,17,David Coulthard,Red Bull Renault,49,1:32.459,225.557
20,18,Adrian Sutil,Force India Ferrari,51,1:33.458,223.146
17,19,Rubens Barrichello,Honda,42,1:33.918,222.053
21,20,Giancarlo Fisichella,Force India Ferrari,6,1:37.304,214.326
