,Position,Driver,Car,Time
15,1,Sebastian Vettel,STR Ferrari,1:37.555
23,2,Heikki Kovalainen,McLaren Mercedes,1:37.631
10,3,Mark Webber,Red Bull Renault,1:38.117
14,4,Sebastien Bourdais,STR Ferrari,1:38.445
7,5,Nico Rosberg,Williams Toyota,1:38.767
2,6,Felipe Massa,Ferrari,1:38.894
11,7,Jarno Trulli,Toyota,1:39.152
5,8,Fernando Alonso,Renault,1:39.751
12,9,Timo Glock,Toyota,1:39.787
3,10,Nick Heidfeld,Sauber BMW,1:39.906
4,11,Robert Kubica,Sauber BMW,1:36.697
21,12,Giancarlo Fisichella,Force India Ferrari,1:36.698
9,13,David Coulthard,Red Bull Renault,1:37.284
1,14,Kimi Räikkönen,Ferrari,1:37.522
22,15,Lewis Hamilton,McLaren Mercedes,1:39.265
17,16,Rubens Barrichello,Honda,1:36.510
6,17,Nelson Piquet,Renault,1:36.630
8,18,Kazuki Nakajima,Williams Toyota,1:36.653
16,19,Jenson Button,Honda,1:37.006
20,20,Adrian Sutil,Force India Ferrari,1:37.417
