,Position,Driver,Car,Lap,Time,Avg Speed
5,1,Ralf Schumacher,Williams BMW,50,1:17.205,206.147
3,2,Mika Hakkinen,McLaren Mercedes,45,1:18.148,203.659
1,3,Michael Schumacher,Ferrari,48,1:18.176,203.586
19,4,Pedro de la Rosa,Jaguar Cosworth,50,1:19.006,201.447
14,5,Jos Verstappen,Arrows Asiatech,59,1:19.257,200.810
17,6,Kimi Räikkönen,Sauber Petronas,63,1:19.309,200.678
22,7,Jean Alesi,Prost Acer,59,1:19.328,200.630
12,8,Jarno Trulli,Jordan Honda,29,1:19.414,200.413
2,9,Rubens Barrichello,Ferrari,13,1:19.722,199.638
4,10,David Coulthard,McLaren Mercedes,32,1:19.745,199.581
10,11,Jacques Villeneuve,BAR Honda,30,1:19.782,199.488
23,12,Luciano Burti,Prost Acer,60,1:19.841,199.341
9,13,Olivier Panis,BAR Honda,30,1:19.856,199.303
11,14,Ricardo Zonta,Jordan Honda,38,1:20.078,198.751
6,15,Juan Pablo Montoya,Williams BMW,18,1:20.159,198.550
15,16,Enrique Bernoldi,Arrows Asiatech,11,1:20.767,197.055
8,17,Jenson Button,Benetton Renault,11,1:21.124,196.188
20,18,Tarso Marques,Minardi European,19,1:22.312,193.356
21,19,Fernando Alonso,Minardi European,4,1:22.413,193.120
