,Position,Driver,Car,Time,Laps
1,1,Michael Schumacher,Ferrari,1:15.782,6
5,2,Ralf Schumacher,Williams BMW,1:16.297,8
4,3,David Coulthard,McLaren Mercedes,1:16.423,12
12,4,Jarno Trulli,Jordan Honda,1:16.459,10
2,5,Rubens Barrichello,Ferrari,1:16.760,11
9,6,Olivier Panis,BAR Honda,1:16.771,10
17,7,Kimi Räikkönen,Sauber Petronas,1:16.875,11
3,8,Mika Hakkinen,McLaren Mercedes,1:16.979,12
10,9,Jacques Villeneuve,BAR Honda,1:17.035,11
6,10,Juan Pablo Montoya,Williams BMW,1:17.123,12
16,11,Nick Heidfeld,Sauber Petronas,1:17.165,11
11,12,Ricardo Zonta,Jordan Honda,1:17.328,11
14,13,Jos Verstappen,Arrows Asiatech,1:17.903,10
19,14,Pedro de la Rosa,Jaguar Cosworth,1:18.015,12
18,15,Eddie Irvine,Jaguar Cosworth,1:18.016,12
22,16,Jean Alesi,Prost Acer,1:18.178,10
15,17,Enrique Bernoldi,Arrows Asiatech,1:18.575,11
7,18,Giancarlo Fisichella,Benetton Renault,1:18.622,11
23,19,Luciano Burti,Prost Acer,1:18.753,11
8,20,Jenson Button,Benetton Renault,1:19.033,12
20,21,Tarso Marques,Minardi European,1:20.690,12
