,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:09.515,42
77,2,Valtteri Bottas,Mercedes,+0.048s,45
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.228s,37
5,4,Sebastian Vettel,Ferrari,+0.360s,48
33,5,Max Verstappen,Red Bull Racing TAG Heuer,+0.371s,38
7,6,Kimi Räikkönen,Ferrari,+0.602s,45
31,7,Esteban Ocon,Force India Mercedes,+0.791s,49
19,8,Felipe Massa,Williams Mercedes,+0.858s,42
27,9,Nico Hulkenberg,Renault,+0.881s,39
14,10,Fernando Alonso,McLaren Honda,+1.140s,31
55,11,Carlos Sainz,Renault,+1.170s,42
11,12,Sergio Perez,Force India Mercedes,+1.180s,43
2,13,Stoffel Vandoorne,McLaren Honda,+1.387s,38
18,14,Lance Stroll,Williams Mercedes,+1.549s,44
8,15,Romain Grosjean,Haas Ferrari,+1.785s,39
10,16,Pierre Gasly,Toro Rosso,+1.907s,44
28,17,Brendon Hartley,Toro Rosso,+2.306s,54
94,18,Pascal Wehrlein,Sauber Ferrari,+2.342s,43
9,19,Marcus Ericsson,Sauber Ferrari,+2.474s,17
50,20,Antonio Giovinazzi,Haas Ferrari,+2.902s,37
