,Position,Driver,Car,Laps,Time,Points
5,1,Sebastian Vettel,Ferrari,71,1:31:26.262,25
77,2,Valtteri Bottas,Mercedes,71,+2.762s,18
7,3,Kimi Räikkönen,Ferrari,71,+4.600s,15
44,4,Lewis Hamilton,Mercedes,71,+5.468s,12
33,5,Max Verstappen,Red Bull Racing TAG Heuer,71,+32.940s,10
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,71,+48.691s,8
19,7,Felipe Massa,Williams Mercedes,71,+68.882s,6
14,8,Fernando Alonso,McLaren Honda,71,+69.363s,4
11,9,Sergio Perez,Force India Mercedes,71,+69.500s,2
27,10,Nico Hulkenberg,Renault,70,+1 lap,1
55,11,Carlos Sainz,Renault,70,+1 lap,0
10,12,Pierre Gasly,Toro Rosso,70,+1 lap,0
9,13,Marcus Ericsson,Sauber Ferrari,70,+1 lap,0
94,14,Pascal Wehrlein,Sauber Ferrari,70,+1 lap,0
8,15,Romain Grosjean,Haas Ferrari,69,+2 laps,0
18,16,Lance Stroll,Williams Mercedes,69,+2 laps,0
28,NC,Brendon Hartley,Toro Rosso,40,DNF,0
31,NC,Esteban Ocon,Force India Mercedes,0,DNF,0
2,NC,Stoffel Vandoorne,McLaren Honda,0,DNF,0
20,NC,Kevin Magnussen,Haas Ferrari,0,DNF,0
