,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:32.738,21
77,2,Valtteri Bottas,Mercedes,+0.069s,20
16,3,Charles Leclerc,Ferrari,+0.373s,21
33,4,Max Verstappen,Red Bull Racing Honda,+0.880s,20
5,5,Sebastian Vettel,Ferrari,+1.052s,22
10,6,Pierre Gasly,Red Bull Racing Honda,+1.353s,20
4,7,Lando Norris,McLaren Renault,+1.372s,23
55,8,Carlos Sainz,McLaren Renault,+1.523s,26
3,9,Daniel Ricciardo,Renault,+1.802s,18
23,10,Alexander Albon,Scuderia Toro Rosso Honda,+2.066s,25
11,11,Sergio Perez,Racing Point BWT Mercedes,+2.071s,21
27,12,Nico Hulkenberg,Renault,+2.072s,25
18,13,Lance Stroll,Racing Point BWT Mercedes,+2.325s,22
26,14,Daniil Kvyat,Scuderia Toro Rosso Honda,+2.588s,24
20,15,Kevin Magnussen,Haas Ferrari,+2.672s,19
7,16,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+2.784s,22
99,17,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+3.364s,22
40,18,Nicholas Latifi,Williams Mercedes,+4.409s,25
88,19,Robert Kubica,Williams Mercedes,+4.434s,27
8,20,Romain Grosjean,Haas Ferrari,+4.882s,9
