,Position,Driver,Car,Time / Gap,Laps
77,1,Valtteri Bottas,Mercedes,1:30.159,18
44,2,Lewis Hamilton,Mercedes,+0.041s,15
16,3,Charles Leclerc,Ferrari,+0.446s,15
5,4,Sebastian Vettel,Ferrari,+0.474s,13
33,5,Max Verstappen,Red Bull Racing Honda,+1.379s,11
10,6,Pierre Gasly,Red Bull Racing Honda,+1.440s,14
4,7,Lando Norris,McLaren Renault,+1.495s,14
3,8,Daniel Ricciardo,Renault,+1.643s,12
55,9,Carlos Sainz,McLaren Renault,+1.728s,14
7,10,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.784s,16
27,11,Nico Hulkenberg,Renault,+1.864s,15
99,12,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+2.012s,15
23,13,Alexander Albon,Scuderia Toro Rosso Honda,+2.019s,16
8,14,Romain Grosjean,Haas Ferrari,+2.226s,15
20,15,Kevin Magnussen,Haas Ferrari,+2.241s,13
11,16,Sergio Perez,Racing Point BWT Mercedes,+2.332s,15
26,17,Daniil Kvyat,Scuderia Toro Rosso Honda,+2.381s,22
18,18,Lance Stroll,Racing Point BWT Mercedes,+2.519s,14
88,19,Robert Kubica,Williams Mercedes,+3.743s,21
63,20,George Russell,Williams Mercedes,+9.828s,4
