,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,53,1:24:31.198,25
77,2,Valtteri Bottas,Mercedes,53,+18.056s,18
16,3,Charles Leclerc,Ferrari,53,+18.985s,15
33,4,Max Verstappen,Red Bull Racing Honda,53,+34.905s,12
5,5,Sebastian Vettel,Ferrari,53,+62.796s,11
55,6,Carlos Sainz,McLaren Renault,53,+95.462s,8
7,7,Kimi Räikkönen,Alfa Romeo Racing Ferrari,52,+1 lap,6
27,8,Nico Hulkenberg,Renault,52,+1 lap,4
4,9,Lando Norris,McLaren Renault,52,+1 lap,2
10,10,Pierre Gasly,Red Bull Racing Honda,52,+1 lap,1
3,11,Daniel Ricciardo,Renault,52,+1 lap,0
11,12,Sergio Perez,Racing Point BWT Mercedes,52,+1 lap,0
18,13,Lance Stroll,Racing Point BWT Mercedes,52,+1 lap,0
26,14,Daniil Kvyat,Scuderia Toro Rosso Honda,52,+1 lap,0
23,15,Alexander Albon,Scuderia Toro Rosso Honda,52,+1 lap,0
99,16,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,52,+1 lap,0
20,17,Kevin Magnussen,Haas Ferrari,52,+1 lap,0
88,18,Robert Kubica,Williams Mercedes,51,+2 laps,0
63,19,George Russell,Williams Mercedes,51,+2 laps,0
8,NC,Romain Grosjean,Haas Ferrari,44,DNF,0
