,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:28.319
77,2,Valtteri Bottas,Mercedes,1:28.605
16,3,Charles Leclerc,Ferrari,1:28.965
33,4,Max Verstappen,Red Bull Racing Honda,1:29.409
4,5,Lando Norris,McLaren Renault,1:29.418
55,6,Carlos Sainz,McLaren Renault,1:29.522
5,7,Sebastian Vettel,Ferrari,1:29.799
3,8,Daniel Ricciardo,Renault,1:29.918
10,9,Pierre Gasly,Red Bull Racing Honda,1:30.184
99,10,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:33.420
23,11,Alexander Albon,Scuderia Toro Rosso Honda,1:30.461
7,12,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:30.533
27,13,Nico Hulkenberg,Renault,1:30.544
11,14,Sergio Perez,Racing Point BWT Mercedes,1:30.738
20,15,Kevin Magnussen,Haas Ferrari,1:31.440
8,16,Romain Grosjean,Haas Ferrari,1:31.626
18,17,Lance Stroll,Racing Point BWT Mercedes,1:31.726
88,18,Robert Kubica,Williams Mercedes,1:33.205
26,19,Daniil Kvyat,Scuderia Toro Rosso Honda,1:31.564
63,20,George Russell,Williams Mercedes,1:32.789
