,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
5,1,Sebastian Vettel,Ferrari,53,1:32.740,226.775,16:38:59
44,2,Lewis Hamilton,Mercedes,53,1:32.764,226.717,16:37:56
77,3,Valtteri Bottas,Mercedes,43,1:33.586,224.725,16:22:14
16,4,Charles Leclerc,Ferrari,40,1:33.828,224.146,16:17:39
33,5,Max Verstappen,Red Bull Racing Honda,38,1:34.162,223.351,16:14:37
55,6,Carlos Sainz,McLaren Renault,52,1:34.561,222.408,16:37:55
27,7,Nico Hulkenberg,Renault,45,1:34.754,221.955,16:26:47
3,8,Daniel Ricciardo,Renault,47,1:34.873,221.677,16:29:52
18,9,Lance Stroll,Racing Point BWT Mercedes,44,1:34.924,221.558,16:25:21
7,10,Kimi Räikkönen,Alfa Romeo Racing Ferrari,46,1:34.950,221.497,16:28:21
11,11,Sergio Perez,Racing Point BWT Mercedes,42,1:35.014,221.348,16:22:06
23,12,Alexander Albon,Scuderia Toro Rosso Honda,51,1:35.029,221.313,16:36:59
99,13,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,50,1:35.115,221.113,16:35:41
10,14,Pierre Gasly,Red Bull Racing Honda,42,1:35.150,221.032,16:22:04
4,15,Lando Norris,McLaren Renault,47,1:35.197,220.922,16:29:50
26,16,Daniil Kvyat,Scuderia Toro Rosso Honda,43,1:35.225,220.857,16:23:59
8,17,Romain Grosjean,Haas Ferrari,42,1:35.691,219.782,16:22:35
20,18,Kevin Magnussen,Haas Ferrari,50,1:35.692,219.780,16:35:40
63,19,George Russell,Williams Mercedes,51,1:35.830,219.463,16:38:38
88,20,Robert Kubica,Williams Mercedes,50,1:36.608,217.696,16:36:52
