,Position,Driver,Car,Time
20,1,Jody Scheckter,Wolf Ford,1:53.070
7,2,John Watson,Brabham Alfa Romeo,1:53.340
11,3,Niki Lauda,Ferrari,1:53.530
1,4,James Hunt,McLaren Ford,1:53.680
8,5,Hans-Joachim Stuck,Brabham Alfa Romeo,1:53.910
26,6,Jacques Laffite,Ligier Matra,1:53.970
5,7,Mario Andretti,Lotus Ford,1:53.990
12,8,Carlos Reutemann,Ferrari,1:54.270
6,9,Gunnar Nilsson,Lotus Ford,1:54.440
19,10,Vittorio Brambilla,Surtees Ford,1:54.530
23,11,Patrick Tambay,Ensign Ford,1:54.770
34,12,Jean-Pierre Jarier,Penske Ford,1:55.190
2,13,Jochen Mass,McLaren Ford,1:55.250
3,14,Ronnie Peterson,Tyrrell Ford,1:55.700
4,15,Patrick Depailler,Tyrrell Ford,1:55.920
16,16,Riccardo Patrese,Shadow Ford,1:56.090
17,17,Alan  Jones,Shadow Ford,1:56.220
10,18,Ian Scheckter,March Ford,1:56.350
18,19,Vern Schuppan,Surtees Ford,1:56.540
9,20,Alex Ribeiro,March Ford,1:56.630
30,21,Brett Lunger,McLaren Ford,1:56.640
22,22,Clay Regazzoni,Ensign Ford,1:56.680
24,23,Rupert Keegan,Hesketh Ford,1:56.890
25,24,Hector Rebaque,Hesketh Ford,1:57.180
35,25,Hans Heyer,Penske Ford,1:57.580
