,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
33,1,Max Verstappen,Red Bull Racing Honda,44,1:44.481,206.839,17:27:50
11,2,Sergio Perez,Red Bull Racing Honda,45,1:44.687,206.432,17:29:39
44,3,Lewis Hamilton,Mercedes,43,1:44.769,206.270,17:26:10
5,4,Sebastian Vettel,Aston Martin Mercedes,41,1:44.890,206.032,17:22:43
22,5,Yuki Tsunoda,AlphaTauri Honda,46,1:44.939,205.936,17:31:37
10,6,Pierre Gasly,AlphaTauri Honda,44,1:45.220,205.386,17:28:02
4,7,Lando Norris,McLaren Mercedes,41,1:45.326,205.180,17:22:50
16,8,Charles Leclerc,Ferrari,46,1:45.382,205.071,17:31:36
99,9,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,44,1:45.575,204.696,17:28:14
7,10,Kimi Räikkönen,Alfa Romeo Racing Ferrari,43,1:45.601,204.645,17:26:27
14,11,Fernando Alonso,Alpine Renault,42,1:45.624,204.601,17:24:40
77,12,Valtteri Bottas,Mercedes,43,1:45.665,204.521,17:26:30
55,13,Carlos Sainz,Ferrari,42,1:45.700,204.454,17:24:37
3,14,Daniel Ricciardo,McLaren Mercedes,43,1:45.713,204.428,17:26:25
63,15,George Russell,Williams Mercedes,43,1:45.959,203.954,17:26:33
18,16,Lance Stroll,Aston Martin Mercedes,28,1:46.207,203.478,16:54:28
6,17,Nicholas Latifi,Williams Mercedes,42,1:46.608,202.712,17:24:51
47,18,Mick Schumacher,Haas Ferrari,41,1:47.624,200.799,17:23:06
9,19,Nikita Mazepin,Haas Ferrari,40,1:47.747,200.569,17:22:16
31,20,Esteban Ocon,Alpine Renault,2,1:50.850,194.955,16:07:50
