,Position,Driver,Car,Time / Gap,Laps
11,1,Sergio Perez,Red Bull Racing Honda,1:42.115,22
33,2,Max Verstappen,Red Bull Racing Honda,+0.101s,23
55,3,Carlos Sainz,Ferrari,+0.128s,24
16,4,Charles Leclerc,Ferrari,+0.321s,22
10,5,Pierre Gasly,AlphaTauri Honda,+0.419s,26
14,6,Fernando Alonso,Alpine Renault,+0.578s,24
99,7,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+0.826s,25
4,8,Lando Norris,McLaren Mercedes,+0.903s,24
31,9,Esteban Ocon,Alpine Renault,+0.905s,23
22,10,Yuki Tsunoda,AlphaTauri Honda,+1.015s,25
44,11,Lewis Hamilton,Mercedes,+1.041s,24
7,12,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.105s,23
3,13,Daniel Ricciardo,McLaren Mercedes,+1.183s,23
18,14,Lance Stroll,Aston Martin Mercedes,+1.697s,21
5,15,Sebastian Vettel,Aston Martin Mercedes,+1.766s,22
77,16,Valtteri Bottas,Mercedes,+2.069s,23
63,17,George Russell,Williams Mercedes,+2.442s,24
9,18,Nikita Mazepin,Haas Ferrari,+3.448s,23
47,19,Mick Schumacher,Haas Ferrari,+3.980s,12
6,20,Nicholas Latifi,Williams Mercedes,+4.868s,5
