,Position,Driver,Car,Time / Gap,Laps
33,1,Max Verstappen,Red Bull Racing Honda,1:43.184,19
16,2,Charles Leclerc,Ferrari,+0.043s,20
55,3,Carlos Sainz,Ferrari,+0.337s,20
11,4,Sergio Perez,Red Bull Racing Honda,+0.446s,17
3,5,Daniel Ricciardo,McLaren Mercedes,+0.548s,25
10,6,Pierre Gasly,AlphaTauri Honda,+0.573s,23
44,7,Lewis Hamilton,Mercedes,+0.709s,20
4,8,Lando Norris,McLaren Mercedes,+0.812s,20
14,9,Fernando Alonso,Alpine Renault,+1.593s,25
77,10,Valtteri Bottas,Mercedes,+1.707s,20
7,11,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.759s,18
99,12,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+1.908s,20
18,13,Lance Stroll,Aston Martin Mercedes,+2.050s,23
22,14,Yuki Tsunoda,AlphaTauri Honda,+2.200s,25
5,15,Sebastian Vettel,Aston Martin Mercedes,+2.231s,24
31,16,Esteban Ocon,Alpine Renault,+2.262s,23
63,17,George Russell,Williams Mercedes,+2.268s,24
6,18,Nicholas Latifi,Williams Mercedes,+2.590s,22
47,19,Mick Schumacher,Haas Ferrari,+3.715s,20
9,20,Nikita Mazepin,Haas Ferrari,+3.761s,18
