,Position,Driver,Car,Laps,Time,Points
11,1,Sergio Perez,Red Bull Racing Honda,51,2:13:36.410,25
5,2,Sebastian Vettel,Aston Martin Mercedes,51,+1.385s,18
10,3,Pierre Gasly,AlphaTauri Honda,51,+2.762s,15
16,4,Charles Leclerc,Ferrari,51,+3.828s,12
4,5,Lando Norris,McLaren Mercedes,51,+4.754s,10
14,6,Fernando Alonso,Alpine Renault,51,+6.382s,8
22,7,Yuki Tsunoda,AlphaTauri Honda,51,+6.624s,6
55,8,Carlos Sainz,Ferrari,51,+7.709s,4
3,9,Daniel Ricciardo,McLaren Mercedes,51,+8.874s,2
7,10,Kimi Räikkönen,Alfa Romeo Racing Ferrari,51,+9.576s,1
99,11,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,51,+10.254s,0
77,12,Valtteri Bottas,Mercedes,51,+11.264s,0
47,13,Mick Schumacher,Haas Ferrari,51,+14.241s,0
9,14,Nikita Mazepin,Haas Ferrari,51,+14.315s,0
44,15,Lewis Hamilton,Mercedes,51,+17.668s,0
6,16,Nicholas Latifi,Williams Mercedes,51,+42.379s,0
63,17,George Russell,Williams Mercedes,48,DNF,0
33,18,Max Verstappen,Red Bull Racing Honda,45,DNF,0
18,NC,Lance Stroll,Aston Martin Mercedes,29,DNF,0
31,NC,Esteban Ocon,Alpine Renault,3,DNF,0
