,Position,Driver,Car,Time / Gap,Laps
11,1,Sergio Perez,Red Bull Racing RBPT,1:43.170,18
16,2,Charles Leclerc,Ferrari,+0.070s,19
1,3,Max Verstappen,Red Bull Racing RBPT,+0.279s,14
55,4,Carlos Sainz,Ferrari,+0.426s,19
4,5,Lando Norris,McLaren Mercedes,+1.248s,13
3,6,Daniel Ricciardo,McLaren Mercedes,+1.306s,19
10,7,Pierre Gasly,AlphaTauri RBPT,+1.321s,21
63,8,George Russell,Mercedes,+1.403s,17
31,9,Esteban Ocon,Alpine Renault,+1.515s,15
5,10,Sebastian Vettel,Aston Martin Aramco Mercedes,+1.519s,18
14,11,Fernando Alonso,Alpine Renault,+1.672s,14
44,12,Lewis Hamilton,Mercedes,+1.675s,19
18,13,Lance Stroll,Aston Martin Aramco Mercedes,+1.709s,17
24,14,Guanyu Zhou,Alfa Romeo Ferrari,+1.743s,18
20,15,Kevin Magnussen,Haas Ferrari,+1.749s,17
22,16,Yuki Tsunoda,AlphaTauri RBPT,+1.794s,20
23,17,Alexander Albon,Williams Mercedes,+2.309s,17
47,18,Mick Schumacher,Haas Ferrari,+2.362s,19
77,19,Valtteri Bottas,Alfa Romeo Ferrari,+2.404s,17
6,20,Nicholas Latifi,Williams Mercedes,+2.900s,17
