,Position,Driver,Car,Laps,Time,Points
5,1,Sebastian Vettel,Ferrari,61,1:58:33.667,25
16,2,Charles Leclerc,Ferrari,61,+2.641s,18
33,3,Max Verstappen,Red Bull Racing Honda,61,+3.821s,15
44,4,Lewis Hamilton,Mercedes,61,+4.608s,12
77,5,Valtteri Bottas,Mercedes,61,+6.119s,10
23,6,Alexander Albon,Red Bull Racing Honda,61,+11.663s,8
4,7,Lando Norris,McLaren Renault,61,+14.769s,6
10,8,Pierre Gasly,Scuderia Toro Rosso Honda,61,+15.547s,4
27,9,Nico Hulkenberg,Renault,61,+16.718s,2
99,10,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,61,+27.855s,1
8,11,Romain Grosjean,Haas Ferrari,61,+35.436s,0
55,12,Carlos Sainz,McLaren Renault,61,+35.974s,0
18,13,Lance Stroll,Racing Point BWT Mercedes,61,+36.419s,0
3,14,Daniel Ricciardo,Renault,61,+37.660s,0
26,15,Daniil Kvyat,Scuderia Toro Rosso Honda,61,+38.178s,0
88,16,Robert Kubica,Williams Mercedes,61,+47.024s,0
20,17,Kevin Magnussen,Haas Ferrari,61,+86.522s,0
7,NC,Kimi Räikkönen,Alfa Romeo Racing Ferrari,49,DNF,0
11,NC,Sergio Perez,Racing Point BWT Mercedes,42,DNF,0
63,NC,George Russell,Williams Mercedes,34,DNF,0
