,Position,Driver,Car,Time / Gap,Laps
33,1,Max Verstappen,Red Bull Racing Honda,1:40.259,22
5,2,Sebastian Vettel,Ferrari,+0.167s,23
44,3,Lewis Hamilton,Mercedes,+0.666s,26
77,4,Valtteri Bottas,Mercedes,+1.077s,14
23,5,Alexander Albon,Red Bull Racing Honda,+1.208s,24
27,6,Nico Hulkenberg,Renault,+1.553s,26
55,7,Carlos Sainz,McLaren Renault,+1.707s,20
4,8,Lando Norris,McLaren Renault,+1.921s,19
26,9,Daniil Kvyat,Scuderia Toro Rosso Honda,+2.046s,26
10,10,Pierre Gasly,Scuderia Toro Rosso Honda,+2.118s,24
3,11,Daniel Ricciardo,Renault,+2.268s,20
8,12,Romain Grosjean,Haas Ferrari,+2.371s,23
99,13,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+2.418s,15
7,14,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+2.527s,13
18,15,Lance Stroll,Racing Point BWT Mercedes,+2.532s,28
20,16,Kevin Magnussen,Haas Ferrari,+2.891s,22
88,17,Robert Kubica,Williams Mercedes,+3.077s,28
11,18,Sergio Perez,Racing Point BWT Mercedes,+3.110s,23
16,19,Charles Leclerc,Ferrari,+3.359s,12
63,20,George Russell,Williams Mercedes,+3.734s,29
