,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:25.351,1:24.605,1:23.837,14
6,2,Nico Rosberg,Mercedes,1:26.934,1:24.796,1:24.197,13
5,3,Sebastian Vettel,Ferrari,1:26.945,1:25.257,1:24.675,14
7,4,Kimi Räikkönen,Ferrari,1:26.579,1:25.615,1:25.033,13
33,5,Max Verstappen,Toro Rosso Ferrari,1:26.934,1:25.615,1:25.434,12
19,6,Felipe Massa,Williams Mercedes,1:25.918,1:25.644,1:25.458,12
55,7,Carlos Sainz,Toro Rosso Ferrari,1:27.057,1:25.384,1:25.582,14
3,8,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:26.945,1:25.599,1:25.589,15
11,9,Sergio Perez,Force India Mercedes,1:26.607,1:25.753,,12
27,10,Nico Hulkenberg,Force India Mercedes,1:26.550,1:25.865,,14
77,11,Valtteri Bottas,Williams Mercedes,1:27.135,1:25.961,,9
14,12,Fernando Alonso,McLaren Honda,1:26.537,1:26.125,,9
22,13,Jenson Button,McLaren Honda,1:26.740,1:26.304,,9
30,14,Jolyon Palmer,Renault,1:27.241,1:27.601,,12
20,15,Kevin Magnussen,Renault,1:27.297,1:27.742,,11
9,16,Marcus Ericsson,Sauber Ferrari,1:27.435,,,9
12,17,Felipe Nasr,Sauber Ferrari,1:27.958,,,7
26,18,Daniil Kvyat,Red Bull Racing TAG Heuer,1:28.006,,,5
8,19,Romain Grosjean,Haas Ferrari,1:28.322,,,6
21,20,Esteban Gutierrez ,Haas Ferrari,1:29.606,,,6
88,21,Rio Haryanto,MRT Mercedes,1:29.627,,,3
94,22,Pascal Wehrlein,MRT Mercedes,1:29.642,,,3
