,Position,Driver,Car,Laps,Time,Points
6,1,Nico Rosberg,Mercedes,57,1:48:15.565,25
44,2,Lewis Hamilton,Mercedes,57,+8.060s,18
5,3,Sebastian Vettel,Ferrari,57,+9.643s,15
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,57,+24.330s,12
19,5,Felipe Massa,Williams Mercedes,57,+58.979s,10
8,6,Romain Grosjean,Haas Ferrari,57,+72.081s,8
27,7,Nico Hulkenberg,Force India Mercedes,57,+74.199s,6
77,8,Valtteri Bottas,Williams Mercedes,57,+75.153s,4
55,9,Carlos Sainz,Toro Rosso Ferrari,57,+75.680s,2
33,10,Max Verstappen,Toro Rosso Ferrari,57,+76.833s,1
30,11,Jolyon Palmer,Renault,57,+83.399s,0
20,12,Kevin Magnussen,Renault,57,+85.606s,0
11,13,Sergio Perez,Force India Mercedes,57,+91.699s,0
22,14,Jenson Button,McLaren Honda,56,+1 lap,0
12,15,Felipe Nasr,Sauber Ferrari,56,+1 lap,0
94,16,Pascal Wehrlein,MRT Mercedes,56,+1 lap,0
9,NC,Marcus Ericsson,Sauber Ferrari,38,DNF,0
7,NC,Kimi Räikkönen,Ferrari,21,DNF,0
88,NC,Rio Haryanto,MRT Mercedes,17,DNF,0
21,NC,Esteban Gutierrez ,Haas Ferrari,16,DNF,0
14,NC,Fernando Alonso,McLaren Honda,16,DNF,0
26,NC,Daniil Kvyat,Red Bull Racing TAG Heuer,0,DNS,0
