,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:23.837
6,2,Nico Rosberg,Mercedes,1:24.197
5,3,Sebastian Vettel,Ferrari,1:24.675
7,4,Kimi Räikkönen,Ferrari,1:25.033
33,5,Max Verstappen,Toro Rosso Ferrari,1:25.434
19,6,Felipe Massa,Williams Mercedes,1:25.458
55,7,Carlos Sainz,Toro Rosso Ferrari,1:25.582
3,8,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:25.589
11,9,Sergio Perez,Force India Mercedes,1:25.753
27,10,Nico Hulkenberg,Force India Mercedes,1:25.865
14,11,Fernando Alonso,McLaren Honda,1:26.125
22,12,Jenson Button,McLaren Honda,1:26.304
30,13,Jolyon Palmer,Renault,1:27.601
20,14,Kevin Magnussen,Renault,1:27.742
9,15,Marcus Ericsson,Sauber Ferrari,1:27.435
77,16,Valtteri Bottas,Williams Mercedes,1:25.961
12,17,Felipe Nasr,Sauber Ferrari,1:27.958
26,18,Daniil Kvyat,Red Bull Racing TAG Heuer,1:28.006
8,19,Romain Grosjean,Haas Ferrari,1:28.322
21,20,Esteban Gutierrez ,Haas Ferrari,1:29.606
94,21,Pascal Wehrlein,MRT Mercedes,1:29.642
88,22,Rio Haryanto,MRT Mercedes,1:29.627
