,Position,Driver,Car,Time / Gap,Laps
2,1,Heikki Kovalainen,McLaren Mercedes,1:40.356,24
17,2,Kazuki Nakajima,Williams Toyota,+0.292s,18
20,3,Adrian Sutil,Force India Mercedes,+0.450s,14
3,4,Giancarlo Fisichella,Ferrari,+0.629s,27
12,5,Sebastien Buemi,STR Ferrari,+1.065s,26
1,6,Lewis Hamilton,McLaren Mercedes,+1.087s,15
7,7,Fernando Alonso,Renault,+1.176s,22
4,8,Kimi Räikkönen,Ferrari,+1.221s,25
23,9,Rubens Barrichello,Brawn Mercedes,+1.465s,19
16,10,Nico Rosberg,Williams Toyota,+1.832s,20
14,11,Mark Webber,RBR Renault,+1.976s,10
21,12,Vitantonio Liuzzi,Force India Mercedes,+2.119s,15
9,13,Jarno Trulli,Toyota,+2.301s,13
11,14,Jaime Alguersuari,STR Ferrari,+2.311s,27
5,15,Robert Kubica,Sauber BMW,+2.477s,17
6,16,Nick Heidfeld,Sauber BMW,+2.621s,14
15,17,Sebastian Vettel,RBR Renault,+2.862s,11
22,18,Jenson Button,Brawn Mercedes,+2.962s,17
10,19,Kamui Kobayashi,Toyota,+3.051s,16
8,20,Romain Grosjean,Renault,+3.216s,22
