,Position,Driver,Car,Laps,Time,Points
15,1,Sebastian Vettel,RBR Renault,53,1:28:20.443,10
9,2,Jarno Trulli,Toyota,53,+4.877s,8
1,3,Lewis Hamilton,McLaren Mercedes,53,+6.472s,6
4,4,Kimi Räikkönen,Ferrari,53,+7.940s,5
16,5,Nico Rosberg,Williams Toyota,53,+8.793s,4
6,6,Nick Heidfeld,Sauber BMW,53,+9.509s,3
23,7,Rubens Barrichello,Brawn Mercedes,53,+10.641s,2
22,8,Jenson Button,Brawn Mercedes,53,+11.474s,1
5,9,Robert Kubica,Sauber BMW,53,+11.777s,0
7,10,Fernando Alonso,Renault,53,+13.065s,0
2,11,Heikki Kovalainen,McLaren Mercedes,53,+13.735s,0
3,12,Giancarlo Fisichella,Ferrari,53,+14.596s,0
20,13,Adrian Sutil,Force India Mercedes,53,+14.959s,0
21,14,Vitantonio Liuzzi,Force India Mercedes,53,+15.734s,0
17,15,Kazuki Nakajima,Williams Toyota,53,+17.973s,0
8,16,Romain Grosjean,Renault,52,+1 lap,0
14,17,Mark Webber,RBR Renault,51,+2 laps,0
11,NC,Jaime Alguersuari,STR Ferrari,43,DNF,0
12,NC,Sebastien Buemi,STR Ferrari,11,DNF,0
