,Position,Driver,Car,Lap,Time,Avg Speed
14,1,Mark Webber,RBR Renault,50,1:32.569,225.833
15,2,Sebastian Vettel,RBR Renault,43,1:32.572,225.826
4,3,Kimi Räikkönen,Ferrari,33,1:32.999,224.789
9,4,Jarno Trulli,Toyota,38,1:33.152,224.420
22,5,Jenson Button,Brawn Mercedes,42,1:33.251,224.182
1,6,Lewis Hamilton,McLaren Mercedes,13,1:33.259,224.162
5,7,Robert Kubica,Sauber BMW,44,1:33.334,223.982
3,8,Giancarlo Fisichella,Ferrari,33,1:33.479,223.635
16,9,Nico Rosberg,Williams Toyota,43,1:33.595,223.358
6,10,Nick Heidfeld,Sauber BMW,13,1:33.600,223.346
20,11,Adrian Sutil,Force India Mercedes,36,1:33.668,223.184
2,12,Heikki Kovalainen,McLaren Mercedes,35,1:33.801,222.867
23,13,Rubens Barrichello,Brawn Mercedes,17,1:33.910,222.608
7,14,Fernando Alonso,Renault,28,1:33.946,222.523
11,15,Jaime Alguersuari,STR Ferrari,34,1:34.049,222.279
21,16,Vitantonio Liuzzi,Force India Mercedes,36,1:34.294,221.702
8,17,Romain Grosjean,Renault,39,1:34.643,220.884
17,18,Kazuki Nakajima,Williams Toyota,26,1:34.783,220.558
12,19,Sebastien Buemi,STR Ferrari,5,1:35.392,219.150
