,Position,Driver,Car,Time / Gap,Laps
9,1,Jarno Trulli,Toyota,1:31.709,24
12,2,Sebastien Buemi,STR Ferrari,+0.062s,26
16,3,Nico Rosberg,Williams Toyota,+0.634s,28
15,4,Sebastian Vettel,RBR Renault,+0.705s,19
4,5,Kimi Räikkönen,Ferrari,+0.736s,26
20,6,Adrian Sutil,Force India Mercedes,+0.758s,25
23,7,Rubens Barrichello,Brawn Mercedes,+0.779s,24
2,8,Heikki Kovalainen,McLaren Mercedes,+0.837s,22
22,9,Jenson Button,Brawn Mercedes,+0.959s,25
11,10,Jaime Alguersuari,STR Ferrari,+0.980s,20
8,11,Romain Grosjean,Renault,+1.008s,25
6,12,Nick Heidfeld,Sauber BMW,+1.027s,21
7,13,Fernando Alonso,Renault,+1.033s,21
10,14,Timo Glock,Toyota,+1.040s,26
17,15,Kazuki Nakajima,Williams Toyota,+1.043s,23
1,16,Lewis Hamilton,McLaren Mercedes,+1.080s,19
5,17,Robert Kubica,Sauber BMW,+1.139s,20
3,18,Giancarlo Fisichella,Ferrari,+1.169s,26
14,19,Mark Webber,RBR Renault,+1.221s,15
21,20,Vitantonio Liuzzi,Force India Mercedes,+1.458s,18
