,Position,Driver,Car,Time
15,1,Sebastian Vettel,RBR Renault,1:32.160
9,2,Jarno Trulli,Toyota,1:32.220
1,3,Lewis Hamilton,McLaren Mercedes,1:32.395
6,4,Nick Heidfeld,Sauber BMW,1:32.945
4,5,Kimi Räikkönen,Ferrari,1:32.980
23,6,Rubens Barrichello,Brawn Mercedes,1:32.660
16,7,Nico Rosberg,Williams Toyota,1:31.482
20,8,Adrian Sutil,Force India Mercedes,1:32.466
5,9,Robert Kubica,Sauber BMW,1:32.341
22,10,Jenson Button,Brawn Mercedes,1:32.962
2,11,Heikki Kovalainen,McLaren Mercedes,
11,12,Jaime Alguersuari,STR Ferrari,
12,13,Sebastien Buemi,STR Ferrari,
3,14,Giancarlo Fisichella,Ferrari,1:31.704
17,15,Kazuki Nakajima,Williams Toyota,1:31.718
7,16,Fernando Alonso,Renault,1:31.638
8,17,Romain Grosjean,Renault,1:32.073
21,18,Vitantonio Liuzzi,Force India Mercedes,1:32.087
