,Position,Driver,Car,Time / Gap,Laps
77,1,Valtteri Bottas,Mercedes,1:28.496,31
44,2,Lewis Hamilton,Mercedes,+0.047s,35
7,3,Kimi Räikkönen,Ferrari,+0.332s,36
5,4,Sebastian Vettel,Ferrari,+0.460s,36
33,5,Max Verstappen,Red Bull Racing TAG Heuer,+0.602s,32
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,+1.090s,35
27,7,Nico Hulkenberg,Renault,+1.440s,37
19,8,Felipe Massa,Williams Mercedes,+1.510s,36
14,9,Fernando Alonso,McLaren Honda,+1.742s,28
31,10,Esteban Ocon,Force India Mercedes,+1.887s,42
55,11,Carlos Sainz,Toro Rosso,+2.059s,26
26,12,Daniil Kvyat,Toro Rosso,+2.066s,34
11,13,Sergio Perez,Force India Mercedes,+2.128s,43
8,14,Romain Grosjean,Haas Ferrari,+2.165s,33
18,15,Lance Stroll,Williams Mercedes,+2.199s,37
2,16,Stoffel Vandoorne,McLaren Honda,+2.286s,31
20,17,Kevin Magnussen,Haas Ferrari,+2.339s,33
30,18,Jolyon Palmer,Renault,+2.383s,25
9,19,Marcus Ericsson,Sauber Ferrari,+3.120s,27
94,20,Pascal Wehrlein,Sauber Ferrari,+3.433s,30
