,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:26.600
7,2,Kimi Räikkönen,Ferrari,1:27.147
5,3,Sebastian Vettel,Ferrari,1:27.356
33,4,Max Verstappen,Red Bull Racing TAG Heuer,1:28.130
27,5,Nico Hulkenberg,Renault,1:28.856
11,6,Sergio Perez,Force India Mercedes,1:28.902
31,7,Esteban Ocon,Force India Mercedes,1:29.074
2,8,Stoffel Vandoorne,McLaren Honda,1:29.418
77,9,Valtteri Bottas,Mercedes,1:27.376
8,10,Romain Grosjean,Haas Ferrari,1:29.549
30,11,Jolyon Palmer,Renault,1:30.193
26,12,Daniil Kvyat,Toro Rosso,1:30.355
55,13,Carlos Sainz,Toro Rosso,1:31.368
19,14,Felipe Massa,Williams Mercedes,1:31.482
18,15,Lance Stroll,Williams Mercedes,1:42.573
20,16,Kevin Magnussen,Haas Ferrari,1:42.577
94,17,Pascal Wehrlein,Sauber Ferrari,1:42.593
9,18,Marcus Ericsson,Sauber Ferrari,1:42.633
3,19,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:42.966
14,20,Fernando Alonso,McLaren Honda,1:30.600
