,Position,Driver,Car,Time / Gap,Laps
77,1,Valtteri Bottas,Mercedes,1:29.106,29
44,2,Lewis Hamilton,Mercedes,+0.078s,29
33,3,Max Verstappen,Red Bull Racing TAG Heuer,+0.498s,26
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.836s,19
7,5,Kimi Räikkönen,Ferrari,+1.031s,19
5,6,Sebastian Vettel,Ferrari,+1.411s,19
26,7,Daniil Kvyat,Toro Rosso,+1.789s,21
14,8,Fernando Alonso,McLaren Honda,+1.887s,20
19,9,Felipe Massa,Williams Mercedes,+1.893s,26
2,10,Stoffel Vandoorne,McLaren Honda,+1.935s,27
55,11,Carlos Sainz,Toro Rosso,+2.094s,24
31,12,Esteban Ocon,Force India Mercedes,+2.104s,32
11,13,Sergio Perez,Force India Mercedes,+2.191s,34
8,14,Romain Grosjean,Haas Ferrari,+2.504s,24
18,15,Lance Stroll,Williams Mercedes,+2.578s,24
50,16,Antonio Giovinazzi,Haas Ferrari,+2.925s,24
27,17,Nico Hulkenberg,Renault,+3.065s,19
30,18,Jolyon Palmer,Renault,+3.344s,16
94,19,Pascal Wehrlein,Sauber Ferrari,+3.923s,23
9,20,Marcus Ericsson,Sauber Ferrari,+4.293s,26
