,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:39.069,1:27.893,1:26.600,25
7,2,Kimi Räikkönen,Ferrari,1:40.455,1:28.992,1:27.147,26
5,3,Sebastian Vettel,Ferrari,1:39.962,1:28.978,1:27.356,24
77,4,Valtteri Bottas,Mercedes,1:39.698,1:28.732,1:27.376,26
33,5,Max Verstappen,Red Bull Racing TAG Heuer,1:38.912,1:29.431,1:28.130,23
27,6,Nico Hulkenberg,Renault,1:39.201,1:29.340,1:28.856,21
11,7,Sergio Perez,Force India Mercedes,1:42.009,1:29.824,1:28.902,26
31,8,Esteban Ocon,Force India Mercedes,1:39.738,1:29.701,1:29.074,25
2,9,Stoffel Vandoorne,McLaren Honda,1:40.011,1:30.105,1:29.418,24
8,10,Romain Grosjean,Haas Ferrari,1:42.042,1:29.966,1:29.549,26
30,11,Jolyon Palmer,Renault,1:41.404,1:30.193,,18
26,12,Daniil Kvyat,Toro Rosso,1:41.726,1:30.355,,20
14,13,Fernando Alonso,McLaren Honda,1:37.598,1:30.600,,17
55,14,Carlos Sainz,Toro Rosso,1:41.114,1:31.368,,15
19,15,Felipe Massa,Williams Mercedes,1:41.874,1:31.482,,21
18,16,Lance Stroll,Williams Mercedes,1:42.573,,,11
20,17,Kevin Magnussen,Haas Ferrari,1:42.577,,,11
94,18,Pascal Wehrlein,Sauber Ferrari,1:42.593,,,10
9,19,Marcus Ericsson,Sauber Ferrari,1:42.633,,,10
3,20,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:42.966,,,4
