,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,51,1:21:27.430,25
77,2,Valtteri Bottas,Mercedes,51,+14.063s,18
7,3,Kimi Räikkönen,Ferrari,51,+36.570s,15
33,4,Max Verstappen,Red Bull Racing TAG Heuer,51,+52.125s,12
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,51,+65.955s,10
27,6,Nico Hulkenberg,Renault,51,+68.109s,8
5,7,Sebastian Vettel,Ferrari,51,+93.989s,6
31,8,Esteban Ocon,Force India Mercedes,50,+1 lap,4
11,9,Sergio Perez,Force India Mercedes,50,+1 lap,2
19,10,Felipe Massa,Williams Mercedes,50,+1 lap,1
2,11,Stoffel Vandoorne,McLaren Honda,50,+1 lap,0
20,12,Kevin Magnussen,Haas Ferrari,50,+1 lap,0
8,13,Romain Grosjean,Haas Ferrari,50,+1 lap,0
9,14,Marcus Ericsson,Sauber Ferrari,50,+1 lap,0
26,15,Daniil Kvyat,Toro Rosso,50,+1 lap,0
18,16,Lance Stroll,Williams Mercedes,50,+1 lap,0
94,17,Pascal Wehrlein,Sauber Ferrari,50,+1 lap,0
14,NC,Fernando Alonso,McLaren Honda,32,DNF,0
55,NC,Carlos Sainz,Toro Rosso,0,DNF,0
30,NC,Jolyon Palmer,Renault,0,DNS,0
