,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,48,1:30.621,234.025,14:22:57
33,2,Max Verstappen,Red Bull Racing TAG Heuer,51,1:30.678,233.878,14:28:36
77,3,Valtteri Bottas,Mercedes,46,1:30.905,233.294,14:20:12
7,4,Kimi Räikkönen,Ferrari,44,1:31.517,231.733,14:17:03
5,5,Sebastian Vettel,Ferrari,38,1:31.872,230.838,14:07:55
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,47,1:31.874,230.833,14:22:39
8,7,Romain Grosjean,Haas Ferrari,45,1:32.290,229.793,14:20:28
27,8,Nico Hulkenberg,Renault,43,1:32.577,229.080,14:16:25
20,9,Kevin Magnussen,Haas Ferrari,41,1:32.683,228.818,14:13:56
9,10,Marcus Ericsson,Sauber Ferrari,30,1:33.119,227.747,13:56:54
94,11,Pascal Wehrlein,Sauber Ferrari,34,1:33.342,227.203,14:03:32
18,12,Lance Stroll,Williams Mercedes,44,1:33.400,227.062,14:19:04
2,13,Stoffel Vandoorne,McLaren Honda,43,1:33.464,226.906,14:16:55
11,14,Sergio Perez,Force India Mercedes,42,1:33.504,226.809,14:15:15
31,15,Esteban Ocon,Force India Mercedes,39,1:33.521,226.768,14:10:34
19,16,Felipe Massa,Williams Mercedes,39,1:33.562,226.668,14:10:35
26,17,Daniil Kvyat,Toro Rosso,29,1:33.594,226.591,13:55:36
14,18,Fernando Alonso,McLaren Honda,22,1:34.263,224.983,13:44:04
